start_token_n_1based,segment_size_c,layer_idx,unique_expert_count_mean,count,std,min,max
-1,16,9,36.2296875,1920,4.992631768023621,21,56
-1,16,10,40.23854166666667,1920,5.104369171219423,23,55
-1,16,11,41.54114583333333,1920,5.080936870151109,24,61
-1,16,12,39.31458333333333,1920,4.89237965303654,24,57
-1,16,13,42.93125,1920,5.340560529002511,25,59
-1,16,14,37.71145833333333,1920,4.838622834137878,25,58
-1,16,15,34.30260416666667,1920,4.827681330002808,19,49
-1,16,16,38.00416666666667,1920,4.542197879574417,24,53
-1,16,17,40.42239583333333,1920,4.65777418227556,25,56
-1,16,18,27.929166666666667,1920,4.84164918062614,15,45
-1,16,19,27.245833333333334,1920,4.2897873479587485,16,45
-1,16,20,32.35208333333333,1920,4.714904447965833,17,51
-1,16,21,32.984375,1920,5.0082543252253675,17,50
-1,16,22,37.24635416666667,1920,5.015997050353401,22,57
-1,16,23,39.17604166666667,1920,4.936622715338278,24,55
-1,16,24,36.37708333333333,1920,4.6600422286757786,22,54
-1,16,25,41.8828125,1920,5.071486508940949,25,58
-1,16,26,36.49947916666667,1920,4.965225581494341,24,56
-1,16,27,33.93697916666667,1920,5.043705516351873,18,51
-1,16,28,37.8265625,1920,4.846859881408299,22,55
-1,16,29,40.192708333333336,1920,5.184691958231889,22,58
-1,16,30,26.835416666666667,1920,4.916286790187262,15,45
-1,16,31,26.7125,1920,4.773193559738432,12,45
-1,16,32,32.46822916666667,1920,5.048181712558002,19,51
-1,16,33,33.213541666666664,1920,5.1409749774678755,19,52
-1,16,34,38.84427083333333,1920,5.146040078893002,23,57
-1,16,35,40.766666666666666,1920,5.164489054564786,24,56
-1,16,36,38.775,1920,5.305704010732677,23,56
-1,16,37,44.725,1920,5.637513005939,23,65
-1,16,38,39.7421875,1920,5.5881482758552705,24,59
-1,16,39,36.5015625,1920,5.797880841970294,18,58
-1,16,40,39.18541666666667,1920,5.441813662636473,25,59
-1,16,41,42.065104166666664,1920,5.61361693944907,23,60
-1,16,42,40.840625,1920,5.607225260077278,22,59
-1,16,43,35.025,1920,6.086607857077407,21,56
-1,16,44,34.81458333333333,1920,5.838542922991113,21,54
-1,16,45,34.502604166666664,1920,6.261289417438298,18,59
-1,16,46,39.190625,1920,6.735153175778457,21,61
-1,16,47,45.56614583333333,1920,7.335253255522324,19,74
